"QPU time (minutes)","Job workloads","Session workloads","Batch workloads","Avg job workload time (minutes)","Avg session workload time (minutes)","Avg batch workload time (minutes)","Queue time (minutes)","Avg queue time (minutes)"
"0.4166666666666667","12","0","0","0.034722222222222224","0","0","0.8040557333333334","0.06700464444444446"
